Time,NodeName,Port,QueueIndex,RxBytes
+8.16e+08ns,host16,0,0,126000
+8.16e+08ns,host16,1,0,552000
+8.16e+08ns,host16,2,0,183000
+8.16e+08ns,host16,3,0,738000
+8.16e+08ns,host17,0,0,129000
+8.16e+08ns,host17,1,0,552000
+8.16e+08ns,host17,2,0,186000
+8.16e+08ns,host17,3,0,1479000
+8.16e+08ns,host18,0,0,1836000
+8.16e+08ns,host18,1,0,1194000
+8.16e+08ns,host18,2,0,246000
+8.16e+08ns,host18,3,0,2221500
+8.16e+08ns,host19,0,0,0
+8.16e+08ns,host19,1,0,0
+8.16e+08ns,host19,2,0,0
+8.16e+08ns,host19,3,0,0
+8.16e+08ns,host20,0,0,246000
+8.16e+08ns,host20,1,0,0
+8.16e+08ns,host20,2,0,0
+8.16e+08ns,host20,3,0,0
+8.16e+08ns,host21,0,0,246000
+8.16e+08ns,host21,1,0,0
+8.16e+08ns,host21,2,0,0
+8.16e+08ns,host21,3,0,369000
+8.16e+08ns,host22,0,0,246000
+8.16e+08ns,host22,1,0,0
+8.16e+08ns,host22,2,0,0
+8.16e+08ns,host22,3,0,735000
+8.16e+08ns,host23,0,0,246000
+8.16e+08ns,host23,1,0,0
+8.16e+08ns,host23,2,0,246000
+8.16e+08ns,host23,3,0,1098000
+8.16e+08ns,host24,0,0,0
+8.16e+08ns,host24,1,0,0
+8.16e+08ns,host24,2,0,0
+8.16e+08ns,host24,3,0,0
+8.16e+08ns,host25,0,0,0
+8.16e+08ns,host25,1,0,0
+8.16e+08ns,host25,2,0,0
+8.16e+08ns,host25,3,0,0
+8.16e+08ns,host26,0,0,0
+8.16e+08ns,host26,1,0,0
+8.16e+08ns,host26,2,0,0
+8.16e+08ns,host26,3,0,0
+8.16e+08ns,host27,0,0,0
+8.16e+08ns,host27,1,0,0
+8.16e+08ns,host27,2,0,0
+8.16e+08ns,host27,3,0,0
+8.16e+08ns,host28,0,0,0
+8.16e+08ns,host28,1,0,0
+8.16e+08ns,host28,2,0,0
+8.16e+08ns,host28,3,0,0
+8.16e+08ns,host29,0,0,0
+8.16e+08ns,host29,1,0,0
+8.16e+08ns,host29,2,0,0
+8.16e+08ns,host29,3,0,0
+8.17e+08ns,host0,0,0,486000
+8.17e+08ns,host0,1,0,0
+8.17e+08ns,host0,2,0,1399500
+8.17e+08ns,host0,3,0,0
+8.17e+08ns,host1,0,0,303000
+8.17e+08ns,host1,1,0,0
+8.17e+08ns,host1,2,0,1036500
+8.17e+08ns,host1,3,0,60000
+8.17e+08ns,host2,0,0,307500
+8.17e+08ns,host2,1,0,0
+8.17e+08ns,host2,2,0,669000
+8.17e+08ns,host2,3,0,60000
+8.17e+08ns,host3,0,0,549000
+8.17e+08ns,host3,1,0,0
+8.17e+08ns,host3,2,0,246000
+8.17e+08ns,host3,3,0,60000
+8.17e+08ns,host4,0,0,0
+8.17e+08ns,host4,1,0,0
+8.17e+08ns,host4,2,0,0
+8.17e+08ns,host4,3,0,0
+8.17e+08ns,host5,0,0,426000
+8.17e+08ns,host5,1,0,186000
+8.17e+08ns,host5,2,0,0
+8.17e+08ns,host5,3,0,0
+8.17e+08ns,host6,0,0,243000
+8.17e+08ns,host6,1,0,186000
+8.17e+08ns,host6,2,0,0
+8.17e+08ns,host6,3,0,3000
+8.17e+08ns,host7,0,0,247500
+8.17e+08ns,host7,1,0,186000
+8.17e+08ns,host7,2,0,0
+8.17e+08ns,host7,3,0,6000
+8.17e+08ns,host8,0,0,429000
+8.17e+08ns,host8,1,0,432000
+8.17e+08ns,host8,2,0,246000
+8.17e+08ns,host8,3,0,9000
+8.17e+08ns,host9,0,0,0
+8.17e+08ns,host9,1,0,0
+8.17e+08ns,host9,2,0,0
+8.17e+08ns,host9,3,0,0
+8.17e+08ns,host10,0,0,366000
+8.17e+08ns,host10,1,0,369000
+8.17e+08ns,host10,2,0,0
+8.17e+08ns,host10,3,0,0
+8.17e+08ns,host11,0,0,183000
+8.17e+08ns,host11,1,0,369000
+8.17e+08ns,host11,2,0,0
+8.17e+08ns,host11,3,0,3000
+8.17e+08ns,host12,0,0,187500
+8.17e+08ns,host12,1,0,369000
+8.17e+08ns,host12,2,0,0
+8.17e+08ns,host12,3,0,6000
+8.17e+08ns,host13,0,0,309000
+8.17e+08ns,host13,1,0,813000
+8.17e+08ns,host13,2,0,246000
+8.17e+08ns,host13,3,0,9000
+8.17e+08ns,host14,0,0,0
+8.17e+08ns,host14,1,0,0
+8.17e+08ns,host14,2,0,0
+8.17e+08ns,host14,3,0,0
+8.17e+08ns,host15,0,0,123000
+8.17e+08ns,host15,1,0,552000
+8.17e+08ns,host15,2,0,183000
+8.17e+08ns,host15,3,0,0
+8.17e+08ns,host16,0,0,126000
+8.17e+08ns,host16,1,0,552000
+8.17e+08ns,host16,2,0,183000
+8.17e+08ns,host16,3,0,738000
+8.17e+08ns,host17,0,0,129000
+8.17e+08ns,host17,1,0,552000
+8.17e+08ns,host17,2,0,186000
+8.17e+08ns,host17,3,0,1479000
+8.17e+08ns,host18,0,0,1836000
+8.17e+08ns,host18,1,0,1194000
+8.17e+08ns,host18,2,0,246000
+8.17e+08ns,host18,3,0,2221500
+8.17e+08ns,host19,0,0,0
+8.17e+08ns,host19,1,0,0
+8.17e+08ns,host19,2,0,0
+8.17e+08ns,host19,3,0,0
+8.17e+08ns,host20,0,0,246000
+8.17e+08ns,host20,1,0,0
+8.17e+08ns,host20,2,0,0
+8.17e+08ns,host20,3,0,0
+8.17e+08ns,host21,0,0,246000
+8.17e+08ns,host21,1,0,0
+8.17e+08ns,host21,2,0,0
+8.17e+08ns,host21,3,0,369000
+8.17e+08ns,host22,0,0,246000
+8.17e+08ns,host22,1,0,0
+8.17e+08ns,host22,2,0,0
+8.17e+08ns,host22,3,0,735000
+8.17e+08ns,host23,0,0,246000
+8.17e+08ns,host23,1,0,0
+8.17e+08ns,host23,2,0,246000
+8.17e+08ns,host23,3,0,1098000
+8.17e+08ns,host24,0,0,0
+8.17e+08ns,host24,1,0,0
+8.17e+08ns,host24,2,0,0
+8.17e+08ns,host24,3,0,0
+8.17e+08ns,host25,0,0,0
+8.17e+08ns,host25,1,0,0
+8.17e+08ns,host25,2,0,0
+8.17e+08ns,host25,3,0,0
+8.17e+08ns,host26,0,0,0
+8.17e+08ns,host26,1,0,0
+8.17e+08ns,host26,2,0,0
+8.17e+08ns,host26,3,0,0
+8.17e+08ns,host27,0,0,0
+8.17e+08ns,host27,1,0,0
+8.17e+08ns,host27,2,0,0
+8.17e+08ns,host27,3,0,0
+8.17e+08ns,host28,0,0,0
+8.17e+08ns,host28,1,0,0
+8.17e+08ns,host28,2,0,0
+8.17e+08ns,host28,3,0,0
+8.17e+08ns,host29,0,0,0
+8.17e+08ns,host29,1,0,0
+8.17e+08ns,host29,2,0,0
+8.17e+08ns,host29,3,0,0
+8.18e+08ns,host0,0,0,486000
+8.18e+08ns,host0,1,0,0
+8.18e+08ns,host0,2,0,1399500
+8.18e+08ns,host0,3,0,0
+8.18e+08ns,host1,0,0,303000
+8.18e+08ns,host1,1,0,0
+8.18e+08ns,host1,2,0,1036500
+8.18e+08ns,host1,3,0,60000
+8.18e+08ns,host2,0,0,307500
+8.18e+08ns,host2,1,0,0
+8.18e+08ns,host2,2,0,669000
+8.18e+08ns,host2,3,0,60000
+8.18e+08ns,host3,0,0,549000
+8.18e+08ns,host3,1,0,0
+8.18e+08ns,host3,2,0,246000
+8.18e+08ns,host3,3,0,60000
+8.18e+08ns,host4,0,0,0
+8.18e+08ns,host4,1,0,0
+8.18e+08ns,host4,2,0,0
+8.18e+08ns,host4,3,0,0
+8.18e+08ns,host5,0,0,426000
+8.18e+08ns,host5,1,0,186000
+8.18e+08ns,host5,2,0,0
+8.18e+08ns,host5,3,0,0
+8.18e+08ns,host6,0,0,243000
+8.18e+08ns,host6,1,0,186000
+8.18e+08ns,host6,2,0,0
+8.18e+08ns,host6,3,0,3000
+8.18e+08ns,host7,0,0,247500
+8.18e+08ns,host7,1,0,186000
+8.18e+08ns,host7,2,0,0
+8.18e+08ns,host7,3,0,6000
+8.18e+08ns,host8,0,0,429000
+8.18e+08ns,host8,1,0,432000
+8.18e+08ns,host8,2,0,246000
+8.18e+08ns,host8,3,0,9000
+8.18e+08ns,host9,0,0,0
+8.18e+08ns,host9,1,0,0
+8.18e+08ns,host9,2,0,0
+8.18e+08ns,host9,3,0,0
+8.18e+08ns,host10,0,0,366000
+8.18e+08ns,host10,1,0,369000
+8.18e+08ns,host10,2,0,0
+8.18e+08ns,host10,3,0,0
+8.18e+08ns,host11,0,0,183000
+8.18e+08ns,host11,1,0,369000
+8.18e+08ns,host11,2,0,0
+8.18e+08ns,host11,3,0,3000
+8.18e+08ns,host12,0,0,187500
+8.18e+08ns,host12,1,0,369000
+8.18e+08ns,host12,2,0,0
+8.18e+08ns,host12,3,0,6000
+8.18e+08ns,host13,0,0,309000
+8.18e+08ns,host13,1,0,813000
+8.18e+08ns,host13,2,0,246000
+8.18e+08ns,host13,3,0,9000
+8.18e+08ns,host14,0,0,0
+8.18e+08ns,host14,1,0,0
+8.18e+08ns,host14,2,0,0
+8.18e+08ns,host14,3,0,0
+8.18e+08ns,host15,0,0,123000
+8.18e+08ns,host15,1,0,552000
+8.18e+08ns,host15,2,0,183000
+8.18e+08ns,host15,3,0,0
+8.18e+08ns,host16,0,0,126000
+8.18e+08ns,host16,1,0,552000
+8.18e+08ns,host16,2,0,183000
+8.18e+08ns,host16,3,0,738000
+8.18e+08ns,host17,0,0,129000
+8.18e+08ns,host17,1,0,552000
+8.18e+08ns,host17,2,0,186000
+8.18e+08ns,host17,3,0,1479000
+8.18e+08ns,host18,0,0,1836000
+8.18e+08ns,host18,1,0,1194000
+8.18e+08ns,host18,2,0,246000
+8.18e+08ns,host18,3,0,2221500
+8.18e+08ns,host19,0,0,0
+8.18e+08ns,host19,1,0,0
+8.18e+08ns,host19,2,0,0
+8.18e+08ns,host19,3,0,0
+8.18e+08ns,host20,0,0,246000
+8.18e+08ns,host20,1,0,0
+8.18e+08ns,host20,2,0,0
+8.18e+08ns,host20,3,0,0
+8.18e+08ns,host21,0,0,246000
+8.18e+08ns,host21,1,0,0
+8.18e+08ns,host21,2,0,0
+8.18e+08ns,host21,3,0,369000
+8.18e+08ns,host22,0,0,246000
+8.18e+08ns,host22,1,0,0
+8.18e+08ns,host22,2,0,0
+8.18e+08ns,host22,3,0,735000
+8.18e+08ns,host23,0,0,246000
+8.18e+08ns,host23,1,0,0
+8.18e+08ns,host23,2,0,246000
+8.18e+08ns,host23,3,0,1098000
+8.18e+08ns,host24,0,0,0
+8.18e+08ns,host24,1,0,0
+8.18e+08ns,host24,2,0,0
+8.18e+08ns,host24,3,0,0
+8.18e+08ns,host25,0,0,0
+8.18e+08ns,host25,1,0,0
+8.18e+08ns,host25,2,0,0
+8.18e+08ns,host25,3,0,0
+8.18e+08ns,host26,0,0,0
+8.18e+08ns,host26,1,0,0
+8.18e+08ns,host26,2,0,0
+8.18e+08ns,host26,3,0,0
+8.18e+08ns,host27,0,0,0
+8.18e+08ns,host27,1,0,0
+8.18e+08ns,host27,2,0,0
+8.18e+08ns,host27,3,0,0
+8.18e+08ns,host28,0,0,0
+8.18e+08ns,host28,1,0,0
+8.18e+08ns,host28,2,0,0
+8.18e+08ns,host28,3,0,0
+8.18e+08ns,host29,0,0,0
+8.18e+08ns,host29,1,0,0
+8.18e+08ns,host29,2,0,0
+8.18e+08ns,host29,3,0,0
+8.19e+08ns,host0,0,0,486000
+8.19e+08ns,host0,1,0,0
+8.19e+08ns,host0,2,0,1399500
+8.19e+08ns,host0,3,0,0
+8.19e+08ns,host1,0,0,303000
+8.19e+08ns,host1,1,0,0
+8.19e+08ns,host1,2,0,1036500
+8.19e+08ns,host1,3,0,60000
+8.19e+08ns,host2,0,0,307500
+8.19e+08ns,host2,1,0,0
+8.19e+08ns,host2,2,0,669000
+8.19e+08ns,host2,3,0,60000
+8.19e+08ns,host3,0,0,549000
+8.19e+08ns,host3,1,0,0
+8.19e+08ns,host3,2,0,246000
+8.19e+08ns,host3,3,0,60000
+8.19e+08ns,host4,0,0,0
+8.19e+08ns,host4,1,0,0
+8.19e+08ns,host4,2,0,0
+8.19e+08ns,host4,3,0,0
+8.19e+08ns,host5,0,0,426000
+8.19e+08ns,host5,1,0,186000
+8.19e+08ns,host5,2,0,0
+8.19e+08ns,host5,3,0,0
+8.19e+08ns,host6,0,0,243000
+8.19e+08ns,host6,1,0,186000
+8.19e+08ns,host6,2,0,0
+8.19e+08ns,host6,3,0,3000
+8.19e+08ns,host7,0,0,247500
+8.19e+08ns,host7,1,0,186000
+8.19e+08ns,host7,2,0,0
+8.19e+08ns,host7,3,0,6000
+8.19e+08ns,host8,0,0,429000
+8.19e+08ns,host8,1,0,432000
+8.19e+08ns,host8,2,0,246000
+8.19e+08ns,host8,3,0,9000
+8.19e+08ns,host9,0,0,0
+8.19e+08ns,host9,1,0,0
+8.19e+08ns,host9,2,0,0
+8.19e+08ns,host9,3,0,0
+8.19e+08ns,host10,0,0,366000
+8.19e+08ns,host10,1,0,369000
+8.19e+08ns,host10,2,0,0
+8.19e+08ns,host10,3,0,0
+8.19e+08ns,host11,0,0,183000
+8.19e+08ns,host11,1,0,369000
+8.19e+08ns,host11,2,0,0
+8.19e+08ns,host11,3,0,3000
+8.19e+08ns,host12,0,0,187500
+8.19e+08ns,host12,1,0,369000
+8.19e+08ns,host12,2,0,0
+8.19e+08ns,host12,3,0,6000
+8.19e+08ns,host13,0,0,309000
+8.19e+08ns,host13,1,0,813000
+8.19e+08ns,host13,2,0,246000
+8.19e+08ns,host13,3,0,9000
+8.19e+08ns,host14,0,0,0
+8.19e+08ns,host14,1,0,0
+8.19e+08ns,host14,2,0,0
+8.19e+08ns,host14,3,0,0
+8.19e+08ns,host15,0,0,123000
+8.19e+08ns,host15,1,0,552000
+8.19e+08ns,host15,2,0,183000
+8.19e+08ns,host15,3,0,0
+8.19e+08ns,host16,0,0,126000
+8.19e+08ns,host16,1,0,552000
+8.19e+08ns,host16,2,0,183000
+8.19e+08ns,host16,3,0,738000
+8.19e+08ns,host17,0,0,129000
+8.19e+08ns,host17,1,0,552000
+8.19e+08ns,host17,2,0,186000
+8.19e+08ns,host17,3,0,1479000
+8.19e+08ns,host18,0,0,1836000
+8.19e+08ns,host18,1,0,1194000
+8.19e+08ns,host18,2,0,246000
+8.19e+08ns,host18,3,0,2221500
+8.19e+08ns,host19,0,0,0
+8.19e+08ns,host19,1,0,0
+8.19e+08ns,host19,2,0,0
+8.19e+08ns,host19,3,0,0
+8.19e+08ns,host20,0,0,246000
+8.19e+08ns,host20,1,0,0
+8.19e+08ns,host20,2,0,0
+8.19e+08ns,host20,3,0,0
+8.19e+08ns,host21,0,0,246000
+8.19e+08ns,host21,1,0,0
+8.19e+08ns,host21,2,0,0
+8.19e+08ns,host21,3,0,369000
+8.19e+08ns,host22,0,0,246000
+8.19e+08ns,host22,1,0,0
+8.19e+08ns,host22,2,0,0
+8.19e+08ns,host22,3,0,735000
+8.19e+08ns,host23,0,0,246000
+8.19e+08ns,host23,1,0,0
+8.19e+08ns,host23,2,0,246000
+8.19e+08ns,host23,3,0,1098000
+8.19e+08ns,host24,0,0,0
+8.19e+08ns,host24,1,0,0
+8.19e+08ns,host24,2,0,0
+8.19e+08ns,host24,3,0,0
+8.19e+08ns,host25,0,0,0
+8.19e+08ns,host25,1,0,0
+8.19e+08ns,host25,2,0,0
+8.19e+08ns,host25,3,0,0
+8.19e+08ns,host26,0,0,0
+8.19e+08ns,host26,1,0,0
+8.19e+08ns,host26,2,0,0
+8.19e+08ns,host26,3,0,0
+8.19e+08ns,host27,0,0,0
+8.19e+08ns,host27,1,0,0
+8.19e+08ns,host27,2,0,0
+8.19e+08ns,host27,3,0,0
+8.19e+08ns,host28,0,0,0
+8.19e+08ns,host28,1,0,0
+8.19e+08ns,host28,2,0,0
+8.19e+08ns,host28,3,0,0
+8.19e+08ns,host29,0,0,0
+8.19e+08ns,host29,1,0,0
+8.19e+08ns,host29,2,0,0
+8.19e+08ns,host29,3,0,0
+8.2e+08ns,host0,0,0,486000
+8.2e+08ns,host0,1,0,0
+8.2e+08ns,host0,2,0,1399500
+8.2e+08ns,host0,3,0,0
+8.2e+08ns,host1,0,0,303000
+8.2e+08ns,host1,1,0,0
+8.2e+08ns,host1,2,0,1036500
+8.2e+08ns,host1,3,0,60000
+8.2e+08ns,host2,0,0,307500
+8.2e+08ns,host2,1,0,0
+8.2e+08ns,host2,2,0,669000
+8.2e+08ns,host2,3,0,60000
+8.2e+08ns,host3,0,0,549000
+8.2e+08ns,host3,1,0,0
+8.2e+08ns,host3,2,0,246000
+8.2e+08ns,host3,3,0,60000
+8.2e+08ns,host4,0,0,0
+8.2e+08ns,host4,1,0,0
+8.2e+08ns,host4,2,0,0
+8.2e+08ns,host4,3,0,0
+8.2e+08ns,host5,0,0,426000
+8.2e+08ns,host5,1,0,186000
+8.2e+08ns,host5,2,0,0
+8.2e+08ns,host5,3,0,0
+8.2e+08ns,host6,0,0,243000
+8.2e+08ns,host6,1,0,186000
+8.2e+08ns,host6,2,0,0
+8.2e+08ns,host6,3,0,3000
+8.2e+08ns,host7,0,0,247500
+8.2e+08ns,host7,1,0,186000
+8.2e+08ns,host7,2,0,0
+8.2e+08ns,host7,3,0,6000
+8.2e+08ns,host8,0,0,429000
+8.2e+08ns,host8,1,0,432000
+8.2e+08ns,host8,2,0,246000
+8.2e+08ns,host8,3,0,9000
+8.2e+08ns,host9,0,0,0
+8.2e+08ns,host9,1,0,0
+8.2e+08ns,host9,2,0,0
+8.2e+08ns,host9,3,0,0
+8.2e+08ns,host10,0,0,366000
+8.2e+08ns,host10,1,0,369000
+8.2e+08ns,host10,2,0,0
+8.2e+08ns,host10,3,0,0
+8.2e+08ns,host11,0,0,183000
+8.2e+08ns,host11,1,0,369000
+8.2e+08ns,host11,2,0,0
+8.2e+08ns,host11,3,0,3000
+8.2e+08ns,host12,0,0,187500
+8.2e+08ns,host12,1,0,369000
+8.2e+08ns,host12,2,0,0
+8.2e+08ns,host12,3,0,6000
+8.2e+08ns,host13,0,0,309000
+8.2e+08ns,host13,1,0,813000
+8.2e+08ns,host13,2,0,246000
+8.2e+08ns,host13,3,0,9000
+8.2e+08ns,host14,0,0,0
+8.2e+08ns,host14,1,0,0
+8.2e+08ns,host14,2,0,0
+8.2e+08ns,host14,3,0,0
+8.2e+08ns,host15,0,0,123000
+8.2e+08ns,host15,1,0,552000
+8.2e+08ns,host15,2,0,183000
+8.2e+08ns,host15,3,0,0
+8.2e+08ns,host16,0,0,126000
+8.2e+08ns,host16,1,0,552000
+8.2e+08ns,host16,2,0,183000
+8.2e+08ns,host16,3,0,738000
+8.2e+08ns,host17,0,0,129000
+8.2e+08ns,host17,1,0,552000
+8.2e+08ns,host17,2,0,186000
+8.2e+08ns,host17,3,0,1479000
+8.2e+08ns,host18,0,0,1836000
+8.2e+08ns,host18,1,0,1194000
+8.2e+08ns,host18,2,0,246000
+8.2e+08ns,host18,3,0,2221500
+8.2e+08ns,host19,0,0,0
+8.2e+08ns,host19,1,0,0
+8.2e+08ns,host19,2,0,0
+8.2e+08ns,host19,3,0,0
+8.2e+08ns,host20,0,0,246000
+8.2e+08ns,host20,1,0,0
+8.2e+08ns,host20,2,0,0
+8.2e+08ns,host20,3,0,0
+8.2e+08ns,host21,0,0,246000
+8.2e+08ns,host21,1,0,0
+8.2e+08ns,host21,2,0,0
+8.2e+08ns,host21,3,0,369000
+8.2e+08ns,host22,0,0,246000
+8.2e+08ns,host22,1,0,0
+8.2e+08ns,host22,2,0,0
+8.2e+08ns,host22,3,0,735000
+8.2e+08ns,host23,0,0,246000
+8.2e+08ns,host23,1,0,0
+8.2e+08ns,host23,2,0,246000
+8.2e+08ns,host23,3,0,1098000
+8.2e+08ns,host24,0,0,0
+8.2e+08ns,host24,1,0,0
+8.2e+08ns,host24,2,0,0
+8.2e+08ns,host24,3,0,0
+8.2e+08ns,host25,0,0,0
+8.2e+08ns,host25,1,0,0
+8.2e+08ns,host25,2,0,0
+8.2e+08ns,host25,3,0,0
+8.2e+08ns,host26,0,0,0
+8.2e+08ns,host26,1,0,0
+8.2e+08ns,host26,2,0,0
+8.2e+08ns,host26,3,0,0
+8.2e+08ns,host27,0,0,0
+8.2e+08ns,host27,1,0,0
+8.2e+08ns,host27,2,0,0
+8.2e+08ns,host27,3,0,0
+8.2e+08ns,host28,0,0,0
+8.2e+08ns,host28,1,0,0
+8.2e+08ns,host28,2,0,0
+8.2e+08ns,host28,3,0,0
+8.2e+08ns,host29,0,0,0
+8.2e+08ns,host29,1,0,0
+8.2e+08ns,host29,2,0,0
+8.2e+08ns,host29,3,0,0
+8.21e+08ns,host0,0,0,501000
+8.21e+08ns,host0,1,0,0
+8.21e+08ns,host0,2,0,1468500
+8.21e+08ns,host0,3,0,0
+8.21e+08ns,host1,0,0,318000
+8.21e+08ns,host1,1,0,0
+8.21e+08ns,host1,2,0,1087500
+8.21e+08ns,host1,3,0,63000
+8.21e+08ns,host2,0,0,322500
+8.21e+08ns,host2,1,0,0
+8.21e+08ns,host2,2,0,702000
+8.21e+08ns,host2,3,0,63000
+8.21e+08ns,host3,0,0,576000
+8.21e+08ns,host3,1,0,0
+8.21e+08ns,host3,2,0,249000
+8.21e+08ns,host3,3,0,63000
+8.21e+08ns,host4,0,0,0
+8.21e+08ns,host4,1,0,0
+8.21e+08ns,host4,2,0,0
+8.21e+08ns,host4,3,0,0
+8.21e+08ns,host5,0,0,438000
+8.21e+08ns,host5,1,0,186000
+8.21e+08ns,host5,2,0,0
+8.21e+08ns,host5,3,0,0
+8.21e+08ns,host6,0,0,255000
+8.21e+08ns,host6,1,0,186000
+8.21e+08ns,host6,2,0,0
+8.21e+08ns,host6,3,0,3000
+8.21e+08ns,host7,0,0,259500
+8.21e+08ns,host7,1,0,186000
+8.21e+08ns,host7,2,0,0
+8.21e+08ns,host7,3,0,6000
+8.21e+08ns,host8,0,0,450000
+8.21e+08ns,host8,1,0,435000
+8.21e+08ns,host8,2,0,249000
+8.21e+08ns,host8,3,0,9000
+8.21e+08ns,host9,0,0,0
+8.21e+08ns,host9,1,0,0
+8.21e+08ns,host9,2,0,0
+8.21e+08ns,host9,3,0,0
+8.21e+08ns,host10,0,0,375000
+8.21e+08ns,host10,1,0,369000
+8.21e+08ns,host10,2,0,0
+8.21e+08ns,host10,3,0,0
+8.21e+08ns,host11,0,0,192000
+8.21e+08ns,host11,1,0,369000
+8.21e+08ns,host11,2,0,0
+8.21e+08ns,host11,3,0,3000
+8.21e+08ns,host12,0,0,196500
+8.21e+08ns,host12,1,0,369000
+8.21e+08ns,host12,2,0,0
+8.21e+08ns,host12,3,0,6000
+8.21e+08ns,host13,0,0,324000
+8.21e+08ns,host13,1,0,816000
+8.21e+08ns,host13,2,0,249000
+8.21e+08ns,host13,3,0,9000
+8.21e+08ns,host14,0,0,0
+8.21e+08ns,host14,1,0,0
+8.21e+08ns,host14,2,0,0
+8.21e+08ns,host14,3,0,0
+8.21e+08ns,host15,0,0,129000
+8.21e+08ns,host15,1,0,552000
+8.21e+08ns,host15,2,0,183000
+8.21e+08ns,host15,3,0,0
+8.21e+08ns,host16,0,0,132000
+8.21e+08ns,host16,1,0,552000
+8.21e+08ns,host16,2,0,183000
+8.21e+08ns,host16,3,0,738000
+8.21e+08ns,host17,0,0,135000
+8.21e+08ns,host17,1,0,552000
+8.21e+08ns,host17,2,0,186000
+8.21e+08ns,host17,3,0,1479000
+8.21e+08ns,host18,0,0,1845000
+8.21e+08ns,host18,1,0,1197000
+8.21e+08ns,host18,2,0,249000
+8.21e+08ns,host18,3,0,2221500
+8.21e+08ns,host19,0,0,0
+8.21e+08ns,host19,1,0,0
+8.21e+08ns,host19,2,0,0
+8.21e+08ns,host19,3,0,0
+8.21e+08ns,host20,0,0,249000
+8.21e+08ns,host20,1,0,0
+8.21e+08ns,host20,2,0,0
+8.21e+08ns,host20,3,0,0
+8.21e+08ns,host21,0,0,249000
+8.21e+08ns,host21,1,0,0
+8.21e+08ns,host21,2,0,0
+8.21e+08ns,host21,3,0,369000
+8.21e+08ns,host22,0,0,249000
+8.21e+08ns,host22,1,0,0
+8.21e+08ns,host22,2,0,0
+8.21e+08ns,host22,3,0,735000
+8.21e+08ns,host23,0,0,249000
+8.21e+08ns,host23,1,0,0
+8.21e+08ns,host23,2,0,249000
+8.21e+08ns,host23,3,0,1098000
+8.21e+08ns,host24,0,0,0
+8.21e+08ns,host24,1,0,0
+8.21e+08ns,host24,2,0,0
+8.21e+08ns,host24,3,0,0
+8.21e+08ns,host25,0,0,0
+8.21e+08ns,host25,1,0,0
+8.21e+08ns,host25,2,0,0
+8.21e+08ns,host25,3,0,0
+8.21e+08ns,host26,0,0,0
+8.21e+08ns,host26,1,0,0
+8.21e+08ns,host26,2,0,0
+8.21e+08ns,host26,3,0,0
+8.21e+08ns,host27,0,0,0
+8.21e+08ns,host27,1,0,0
+8.21e+08ns,host27,2,0,0
+8.21e+08ns,host27,3,0,0
+8.21e+08ns,host28,0,0,0
+8.21e+08ns,host28,1,0,0
+8.21e+08ns,host28,2,0,0
+8.21e+08ns,host28,3,0,0
+8.21e+08ns,host29,0,0,0
+8.21e+08ns,host29,1,0,0
+8.21e+08ns,host29,2,0,0
+8.21e+08ns,host29,3,0,0
+8.22e+08ns,host0,0,0,501000
+8.22e+08ns,host0,1,0,0
+8.22e+08ns,host0,2,0,1468500
+8.22e+08ns,host0,3,0,0
+8.22e+08ns,host1,0,0,318000
+8.22e+08ns,host1,1,0,0
+8.22e+08ns,host1,2,0,1087500
+8.22e+08ns,host1,3,0,63000
+8.22e+08ns,host2,0,0,322500
+8.22e+08ns,host2,1,0,0
+8.22e+08ns,host2,2,0,702000
+8.22e+08ns,host2,3,0,63000
+8.22e+08ns,host3,0,0,576000
+8.22e+08ns,host3,1,0,0
+8.22e+08ns,host3,2,0,249000
+8.22e+08ns,host3,3,0,63000
+8.22e+08ns,host4,0,0,0
+8.22e+08ns,host4,1,0,0
+8.22e+08ns,host4,2,0,0
+8.22e+08ns,host4,3,0,0
+8.22e+08ns,host5,0,0,438000
+8.22e+08ns,host5,1,0,186000
+8.22e+08ns,host5,2,0,0
+8.22e+08ns,host5,3,0,0
+8.22e+08ns,host6,0,0,255000
+8.22e+08ns,host6,1,0,186000
+8.22e+08ns,host6,2,0,0
+8.22e+08ns,host6,3,0,3000
+8.22e+08ns,host7,0,0,259500
+8.22e+08ns,host7,1,0,186000
+8.22e+08ns,host7,2,0,0
+8.22e+08ns,host7,3,0,6000
+8.22e+08ns,host8,0,0,450000
+8.22e+08ns,host8,1,0,435000
+8.22e+08ns,host8,2,0,249000
+8.22e+08ns,host8,3,0,9000
+8.22e+08ns,host9,0,0,0
+8.22e+08ns,host9,1,0,0
+8.22e+08ns,host9,2,0,0
+8.22e+08ns,host9,3,0,0
+8.22e+08ns,host10,0,0,375000
+8.22e+08ns,host10,1,0,369000
+8.22e+08ns,host10,2,0,0
+8.22e+08ns,host10,3,0,0
+8.22e+08ns,host11,0,0,192000
+8.22e+08ns,host11,1,0,369000
+8.22e+08ns,host11,2,0,0
+8.22e+08ns,host11,3,0,3000
+8.22e+08ns,host12,0,0,196500
+8.22e+08ns,host12,1,0,369000
+8.22e+08ns,host12,2,0,0
+8.22e+08ns,host12,3,0,6000
+8.22e+08ns,host13,0,0,324000
+8.22e+08ns,host13,1,0,816000
+8.22e+08ns,host13,2,0,249000
+8.22e+08ns,host13,3,0,9000
+8.22e+08ns,host14,0,0,0
+8.22e+08ns,host14,1,0,0
+8.22e+08ns,host14,2,0,0
